name,year_start,year_end,birth_date,college,player_name_clean,height_m,weight_kg,age_at_debut,age_at_last_season,position_all,position_main,BMI,body_fat_pct_est,fat_mass_kg,lean_mass_kg
Arnie Risen,1949,1958,1924-10-09,Ohio State University,Arnie Risen,2.1,90.7,25,34,C/F,C,20.6,16.3,14.8,75.9
Tex Ritter,1949,1951,1924-02-26,Eastern Kentucky University,Tex Ritter,1.9,83.9,25,27,G/F,G,23.2,17.8,14.9,69.0
Ramon Rivas,1989,1989,1966-06-03,Temple University,Ramon Rivas,2.1,117.9,23,23,F/C,F,26.7,21.1,24.9,93.0
Austin Rivers,2013,2018,1992-08-01,Duke University,Austin Rivers,1.9,90.7,21,26,G,G,25.1,19.9,18.0,72.7
David Rivers,1989,1992,1965-01-20,University of Notre Dame,David Rivers,1.8,77.1,24,27,G,G,23.8,18.6,14.3,62.8
Doc Rivers,1984,1996,1961-10-13,Marquette University,Doc Rivers,1.9,83.9,23,35,G,G,23.2,19.7,16.5,67.4
Lee Robbins,1948,1949,1922-02-11,University of Colorado,Lee Robbins,1.9,79.4,26,27,F,F,22.0,16.4,13.0,66.4
Red Robbins,1968,1975,1944-09-30,University of Tennessee,Red Robbins,2.0,86.2,24,31,F/C,F,21.6,16.9,14.6,71.6
Andre Roberson,2014,2018,1991-12-04,University of Colorado,Andre Roberson,2.0,95.3,23,27,G/F,G,23.8,18.6,17.7,77.6
Anthony Roberson,2006,2009,1983-02-14,University of Florida,Anthony Roberson,1.9,81.6,23,26,G,G,22.6,16.9,13.8,67.8
Rick Roberson,1970,1976,1947-07-07,University of Cincinnati,Rick Roberson,2.1,104.8,23,29,C/F,C,23.8,19.0,19.9,84.9
Terrance Roberson,2001,2001,1976-12-30,"California State University, Fresno",Terrance Roberson,2.0,97.5,25,25,F,F,24.4,18.8,18.3,79.2
Anthony Roberts,1978,1984,1955-04-15,Oral Roberts University,Anthony Roberts,2.0,83.9,23,29,F/G,F,21.0,15.7,13.2,70.7
Bill Roberts,1949,1950,1925-03-13,University of Wyoming,Bill Roberts,2.1,95.3,24,25,C,C,21.6,15.5,14.8,80.5
Brian Roberts,2013,2017,1985-12-03,University of Dayton,Brian Roberts,1.9,78.5,28,32,G,G,21.7,17.2,13.5,65.0
Fred Roberts,1984,1997,1960-08-14,Brigham Young University,Fred Roberts,2.1,98.9,24,37,F/C,F,22.4,19.2,19.0,79.9
Joe Roberts,1961,1968,1936-05-18,Ohio State University,Joe Roberts,2.0,97.1,25,32,F,F,24.3,20.3,19.7,77.4
Lawrence Roberts,2006,2007,1982-10-20,Mississippi State University,Lawrence Roberts,2.1,108.9,24,25,F,F,24.7,19.2,20.9,88.0
Marv Roberts,1972,1977,1950-01-29,Utah State University,Marv Roberts,2.0,90.7,22,27,F/C,F,22.7,17.2,15.6,75.1
Stanley Roberts,1992,2000,1970-02-07,Louisiana State University,Stanley Roberts,2.1,129.3,22,30,C,C,29.3,25.9,33.5,95.8
Alvin Robertson,1985,1996,1962-07-22,University of Arkansas,Alvin Robertson,1.9,83.9,23,34,G,G,23.2,19.5,16.4,67.5
Oscar Robertson,1961,1974,1938-11-24,University of Cincinnati,Oscar Robertson,2.0,93.0,23,36,G/F,G,23.2,19.9,18.5,74.5
Ryan Robertson,2000,2000,1976-10-02,University of Kansas,Ryan Robertson,2.0,86.2,24,24,G,G,21.6,15.2,13.1,73.1
Tony Robertson,1978,1979,1956-01-01,West Virginia University,Tony Robertson,1.9,88.5,22,23,G,G,24.5,18.5,16.4,72.1
Rick Robey,1979,1986,1956-01-30,University of Kentucky,Rick Robey,2.1,104.3,23,30,C/F,C,23.7,19.1,19.9,84.4
Bernard Robinson,2005,2007,1980-12-26,University of Michigan,Bernard Robinson,2.0,95.3,25,27,G/F,G,23.8,18.6,17.7,77.6
Chris Robinson,1997,1998,1974-04-02,Western Kentucky University,Chris Robinson,2.0,90.7,23,24,G,G,22.7,16.6,15.1,75.6
Cliff Robinson,1980,1992,1960-03-13,University of Southern California,Cliff Robinson,2.1,99.8,20,32,F,F,22.6,18.3,18.3,81.5
Clifford Robinson,1990,2007,1966-12-16,University of Connecticut,Clifford Robinson,2.1,102.1,24,41,F/C,F,23.2,21.1,21.5,80.6
David Robinson,1990,2003,1965-08-06,United States Naval Academy,David Robinson,2.2,106.6,25,38,C,C,22.0,18.9,20.1,86.5
Eddie Robinson,2000,2004,1976-04-19,University of Central Oklahoma,Eddie Robinson,2.0,95.3,24,28,G/F,G,23.8,18.8,17.9,77.4
Flynn Robinson,1967,1974,1941-04-28,University of Wyoming,Flynn Robinson,1.9,83.9,26,33,G,G,23.2,19.2,16.1,67.8
Glenn Robinson,1995,2005,1973-01-10,Purdue University,Glenn Robinson,2.0,102.1,22,32,F,F,25.5,21.8,22.3,79.8
Glenn Robinson,2015,2017,1994-01-08,University of Michigan,Glenn Robinson,2.0,100.7,21,23,G/F,G,25.2,19.3,19.4,81.3
Jackie Robinson,1979,1982,1955-05-20,"University of Nevada, Las Vegas",Jackie Robinson,2.0,95.3,24,27,F,F,23.8,18.6,17.7,77.6
Jamal Robinson,2001,2001,1973-12-27,University of Virginia,Jamal Robinson,2.0,96.2,28,28,F,F,24.0,19.0,18.3,77.9
James Robinson,1994,2001,1970-08-31,University of Alabama,James Robinson,1.9,81.6,24,31,G,G,22.6,18.0,14.7,66.9
Larry Robinson,1991,2002,1968-01-11,Centenary College of Louisiana,Larry Robinson,1.9,81.6,23,34,F/G,F,22.6,18.7,15.3,66.3
Nate Robinson,2006,2016,1984-05-31,University of Washington,Nate Robinson,1.8,81.6,22,32,G,G,25.2,21.4,17.5,64.1
Oliver Robinson,1983,1983,1960-03-13,University of Alabama at Birmingham,Oliver Robinson,1.9,81.6,23,23,G,G,22.6,16.2,13.2,68.4
Ronnie Robinson,1974,1975,1951-03-09,University of Memphis,Ronnie Robinson,2.0,90.7,23,24,F,F,22.7,16.6,15.1,75.6
Rumeal Robinson,1991,1997,1966-11-13,University of Michigan,Rumeal Robinson,1.9,88.5,25,31,G,G,24.5,20.3,18.0,70.5
Samuel Robinson,1971,1972,1948-01-01,"California State University, Long Beach",Samuel Robinson,2.0,86.2,23,24,F,F,21.6,15.2,13.1,73.1
Thomas Robinson,2013,2017,1991-03-17,University of Kansas,Thomas Robinson,2.1,107.5,22,26,F,F,24.4,19.1,20.5,87.0
Truck Robinson,1975,1985,1951-10-04,Tennessee State University,Truck Robinson,2.0,102.1,24,34,F/C,F,25.5,22.2,22.7,79.4
Wayne Robinson,1981,1981,1958-04-19,Virginia Polytechnic Institute and State University,Wayne Robinson,2.0,98.4,23,23,F,F,24.6,18.6,18.3,80.1
Wilbert Robinson,1974,1974,1949-12-25,West Virginia University,Wilbert Robinson,1.9,79.4,25,25,G,G,22.0,16.0,12.7,66.7
Bill Robinzine,1976,1982,1953-01-20,DePaul University,Bill Robinzine,2.0,104.3,23,29,F,F,26.1,21.8,22.7,81.6
Dave Robisch,1972,1984,1949-12-22,University of Kansas,Dave Robisch,2.1,106.6,23,35,C/F,C,24.2,20.9,22.3,84.3
Red Rocha,1948,1957,1923-09-18,Oregon State University,Red Rocha,2.1,83.9,25,34,C/F,C,19.0,14.4,12.1,71.8
John Roche,1972,1982,1949-09-26,University of South Carolina,John Roche,1.9,77.1,23,33,G,G,21.4,17.1,13.2,63.9
Gene Rock,1948,1948,1921-11-04,University of Southern California,Gene Rock,1.8,70.3,27,27,G,G,21.7,16.0,11.2,59.1
Jack Rocker,1948,1948,1922-08-12,University of California,Jack Rocker,2.0,83.9,26,26,C/F,C,21.0,15.0,12.6,71.3
Guy Rodgers,1959,1970,1935-09-01,Temple University,Guy Rodgers,1.8,83.9,24,35,G,G,25.9,22.9,19.2,64.7
Dennis Rodman,1987,2000,1961-05-13,Southeastern Oklahoma State University,Dennis Rodman,2.0,95.3,26,39,F,F,23.8,21.3,20.3,75.0
Sergio Rodriguez,2007,2017,1986-06-12,Unknown,Sergio Rodriguez,1.9,79.8,21,31,G,G,22.1,17.4,13.9,65.9
Lou Roe,1996,1997,1972-07-14,University of Massachusetts Amherst,Lou Roe,2.0,99.8,24,25,F,F,25.0,19.6,19.6,80.2
Carlos Rogers,1995,2002,1971-02-06,Tennessee State University,Carlos Rogers,2.1,99.8,24,31,C/F,C,22.6,18.0,18.0,81.8
Harry Rogers,1976,1976,1950-12-31,Saint Louis University,Harry Rogers,2.0,88.5,26,26,F,F,22.1,16.3,14.4,74.1
Johnny Rogers,1987,1988,1963-12-30,"University of California, Irvine",Johnny Rogers,2.1,102.1,24,25,F/C,F,23.2,17.4,17.8,84.3
Marshall Rogers,1977,1977,1953-08-27,University of Texas-Pan American,Marshall Rogers,1.9,86.2,24,24,G,G,23.9,18.0,15.5,70.7
Rodney Rogers,1994,2005,1971-06-20,Wake Forest University,Rodney Rogers,2.0,106.6,23,34,F,F,26.6,23.5,25.1,81.5
Roy Rogers,1997,2000,1973-08-19,University of Alabama,Roy Rogers,2.1,106.6,24,27,F,F,24.2,19.0,20.3,86.3
Willie Rogers,1969,1969,1945-09-11,University of Oklahoma,Willie Rogers,1.9,83.9,24,24,G/F,G,23.2,17.2,14.4,69.5
Al Roges,1954,1955,1930-10-25,Long Island University,Al Roges,1.9,88.5,24,25,G/F,G,24.5,19.0,16.8,71.7
Ken Rohloff,1964,1964,1939-04-18,North Carolina State University,Ken Rohloff,1.8,88.5,25,25,G,G,27.3,22.3,19.7,68.8
Kenny Rollins,1949,1953,1923-09-14,University of Kentucky,Kenny Rollins,1.8,76.2,26,30,G,G,23.5,18.9,14.4,61.8
Phil Rollins,1959,1961,1934-01-19,University of Louisville,Phil Rollins,1.9,83.9,25,27,G,G,23.2,17.8,14.9,69.0
Tree Rollins,1978,1995,1955-06-16,Clemson University,Tree Rollins,2.2,106.6,23,40,C,C,22.0,19.4,20.7,85.9
Lorenzo Romar,1981,1985,1958-11-13,University of Washington,Lorenzo Romar,1.9,79.4,23,27,G,G,22.0,16.4,13.0,66.4
Rajon Rondo,2007,2018,1986-02-22,University of Kentucky,Rajon Rondo,1.9,84.4,21,32,G,G,23.4,19.2,16.2,68.2
Jerry Rook,1970,1970,1943-10-27,Arkansas State University,Jerry Rook,2.0,99.3,27,27,F,F,24.8,19.8,19.7,79.6
Sean Rooks,1993,2004,1969-09-09,University of Arizona,Sean Rooks,2.1,113.4,24,35,C,C,25.7,22.7,25.7,87.7
Derrick Rose,2009,2018,1988-10-04,University of Memphis,Derrick Rose,1.9,86.2,21,30,G,G,23.9,19.4,16.7,69.5
Jalen Rose,1995,2007,1973-01-30,University of Michigan,Jalen Rose,2.0,95.3,22,34,G/F,G,23.8,20.2,19.3,76.0
Malik Rose,1997,2009,1974-11-23,Drexel University,Malik Rose,2.0,113.4,23,35,F,F,28.4,25.9,29.4,84.0
Rob Rose,1989,1989,1964-12-27,George Mason University,Rob Rose,2.0,81.6,25,25,G,G,20.4,14.0,11.4,70.2
Petey Rosenberg,1947,1947,1918-04-07,Saint Joseph's University,Petey Rosenberg,1.8,74.8,29,29,G,G,23.1,18.2,13.6,61.2
Lennie Rosenbluth,1958,1959,1933-01-22,University of North Carolina,Lennie Rosenbluth,1.9,86.2,25,26,F,F,23.9,18.5,15.9,70.3
Hank Rosenstein,1947,1947,1920-06-16,City College of New York,Hank Rosenstein,1.9,83.9,27,27,F,F,23.2,17.8,14.9,69.0
Dick Rosenthal,1955,1957,1930-01-20,University of Notre Dame,Dick Rosenthal,2.0,93.0,25,27,F/G,F,23.2,17.8,16.6,76.4
Quinton Ross,2005,2011,1981-04-30,Southern Methodist University,Quinton Ross,2.0,88.5,24,30,G,G,22.1,17.2,15.2,73.3
Terrence Ross,2013,2018,1991-02-05,University of Washington,Terrence Ross,2.0,93.4,22,27,F/G,F,23.4,18.1,16.9,76.5
Doug Roth,1990,1990,1967-08-24,University of Tennessee,Doug Roth,2.1,115.7,23,23,C,C,26.2,20.5,23.7,92.0
Scott Roth,1988,1990,1963-06-03,University of Wisconsin,Scott Roth,2.0,96.2,25,27,F,F,24.0,18.8,18.1,78.1
Irv Rothenberg,1947,1949,1921-12-31,Long Island University,Irv Rothenberg,2.0,97.5,26,28,C,C,24.4,19.5,19.0,78.5
Mickey Rottner,1947,1948,1919-03-23,Loyola University of Chicago,Mickey Rottner,1.8,81.6,28,29,G,G,25.2,20.7,16.9,64.7
Dan Roundfield,1976,1987,1953-05-26,Central Michigan University,Dan Roundfield,2.0,93.0,23,34,F/C,F,23.2,19.5,18.1,74.9
Giff Roux,1947,1949,1923-06-28,University of Kansas,Giff Roux,2.0,88.5,24,26,F/C,F,22.1,16.3,14.4,74.1
Ron Rowan,1987,1987,1962-04-23,St. John's University,Ron Rowan,2.0,90.7,25,25,G,G,22.7,16.8,15.2,75.5
Curtis Rowe,1972,1979,1949-07-02,"University of California, Los Angeles",Curtis Rowe,2.0,102.1,23,30,F,F,25.5,21.3,21.7,80.4
Jim Rowinski,1989,1990,1961-01-04,Purdue University,Jim Rowinski,2.0,113.4,28,29,F/C,F,28.4,24.6,27.9,85.5
Derrick Rowland,1986,1986,1959-06-21,State University of New York at Potsdam,Derrick Rowland,2.0,88.5,27,27,G,G,22.1,16.5,14.6,73.9
Brian Rowsom,1988,1990,1965-10-23,University of North Carolina at Wilmington,Brian Rowsom,2.1,99.8,23,25,F,F,22.6,16.7,16.7,83.1
Brandon Roy,2007,2013,1984-07-23,University of Washington,Brandon Roy,2.0,97.5,23,29,G,G,24.4,19.7,19.2,78.3
Donald Royal,1990,1998,1966-05-22,University of Notre Dame,Donald Royal,2.0,95.3,24,32,F,F,23.8,19.7,18.8,76.5
Reggie Royals,1975,1975,1950-09-18,Florida State University,Reggie Royals,2.1,90.7,25,25,C,C,20.6,14.3,13.0,77.7
Bob Royer,1950,1950,1927-10-15,Indiana State University,Bob Royer,1.8,70.3,23,23,G,G,21.7,15.1,10.6,59.7
Clifford Rozier,1995,1998,1972-10-31,University of Louisville,Clifford Rozier,2.1,111.1,23,26,C/F,C,25.2,20.0,22.2,88.9
Terry Rozier,2016,2018,1994-03-17,University of Louisville,Terry Rozier,1.9,86.2,22,24,G,G,23.9,18.0,15.5,70.7
Ricky Rubio,2012,2018,1990-10-21,Unknown,Ricky Rubio,1.9,88.0,22,28,G,G,24.4,19.5,17.2,70.8
Guy Rucker,2003,2003,1977-07-27,University of Iowa,Guy Rucker,2.1,120.2,26,26,F/C,F,27.3,22.5,27.0,93.2
Delaney Rudd,1990,1993,1962-11-08,Wake Forest University,Delaney Rudd,1.9,81.6,28,31,G,G,22.6,18.0,14.7,66.9
John Rudd,1979,1979,1955-08-07,McNeese State University,John Rudd,2.0,104.3,24,24,F,F,26.1,20.6,21.5,82.8
Damjan Rudez,2015,2017,1986-06-17,Unknown,Damjan Rudez,2.1,103.4,29,31,F,F,23.4,19.0,19.6,83.8
John Rudometkin,1963,1965,1940-06-06,University of Southern California,John Rudometkin,2.0,93.0,23,25,F,F,23.2,17.4,16.2,76.8
Michael Ruffin,2000,2009,1977-01-21,University of Tulsa,Michael Ruffin,2.1,111.6,23,32,F,F,25.3,21.5,24.0,87.6
Trevor Ruffin,1995,1996,1970-09-26,University of Hawaii,Trevor Ruffin,1.9,83.9,25,26,G,G,23.2,17.6,14.8,69.1
Paul Ruffner,1971,1976,1948-10-15,Brigham Young University,Paul Ruffner,2.1,102.1,23,28,C/F,C,23.2,18.1,18.5,83.6
Joe Ruklick,1960,1962,1938-08-03,Northwestern University,Joe Ruklick,2.1,99.8,22,24,F/C,F,22.6,16.4,16.4,83.4
Jeff Ruland,1982,1993,1958-12-16,Iona College,Jeff Ruland,2.1,108.9,24,35,C/F,C,24.7,21.5,23.4,85.5
Bob Rule,1968,1975,1944-06-29,Colorado State University,Bob Rule,2.1,99.8,24,31,C/F,C,22.6,18.0,18.0,81.8
Jerry Rullo,1947,1950,1923-06-23,Temple University,Jerry Rullo,1.8,74.8,24,27,G,G,23.1,17.7,13.2,61.6
Stefano Rusconi,1996,1996,1968-10-02,Unknown,Stefano Rusconi,2.1,108.9,28,28,C/F,C,24.7,19.9,21.7,87.2
Brandon Rush,2009,2017,1985-07-07,University of Kansas,Brandon Rush,2.0,99.8,24,32,G/F,G,25.0,21.2,21.2,78.6
Kareem Rush,2003,2010,1980-10-30,University of Missouri,Kareem Rush,2.0,97.5,23,30,G,G,24.4,20.0,19.5,78.0
Bill Russell,1957,1969,1934-02-12,University of San Francisco,Bill Russell,2.1,97.5,23,35,C,C,22.1,18.4,17.9,79.6
Bryon Russell,1994,2006,1970-12-31,"California State University, Long Beach",Bryon Russell,2.0,102.1,24,36,F,F,25.5,22.7,23.2,78.9
Campy Russell,1975,1985,1952-01-12,University of Michigan,Campy Russell,2.0,97.5,23,33,F,F,24.4,20.7,20.2,77.3
Cazzie Russell,1967,1978,1944-06-07,University of Michigan,Cazzie Russell,2.0,98.9,23,34,F/G,F,24.7,21.3,21.1,77.8
D'Angelo Russell,2016,2018,1996-02-23,Ohio State University,Dangelo Russell,2.0,88.5,20,22,G,G,22.1,15.4,13.6,74.9
Frank Russell,1973,1973,1949-04-17,University of Detroit Mercy,Frank Russell,1.9,81.6,24,24,G,G,22.6,16.4,13.4,68.2
Pierre Russell,1972,1973,1949-12-13,University of Kansas,Pierre Russell,1.9,86.2,23,24,F/G,F,23.9,18.0,15.5,70.7
Rubin Russell,1968,1968,1944-11-07,University of North Texas,Rubin Russell,1.9,81.6,24,24,G,G,22.6,16.4,13.4,68.2
Walker Russell,1983,1988,1960-10-26,Western Michigan University,Walker Russell,2.0,88.5,23,28,G,G,22.1,16.8,14.9,73.6
Walker Russell,2012,2012,1982-10-06,Jacksonville State University,Walker Russell,1.8,77.1,30,30,G,G,23.8,19.3,14.9,62.2
Arvydas Sabonis,1996,2003,1964-12-19,Unknown,Arvydas Sabonis,2.2,126.6,32,39,C,C,26.2,24.2,30.6,96.0
Domantas Sabonis,2017,2018,1996-05-03,Gonzaga University,Domantas Sabonis,2.1,108.9,21,22,F/C,F,24.7,18.5,20.1,88.8
Robert Sacre,2013,2016,1989-06-06,Gonzaga University,Robert Sacre,2.1,122.5,24,27,C,C,27.8,23.4,28.7,93.8
Ed Sadowski,1947,1950,1917-07-11,Seton Hall University,Ed Sadowski,2.0,108.9,30,33,C,C,27.2,24.0,26.1,82.8
Kenny Sailors,1947,1951,1921-01-14,University of Wyoming,Kenny Sailors,1.8,79.4,26,30,G,G,24.5,20.1,16.0,63.4
John Salley,1987,2000,1964-05-16,Georgia Institute of Technology,John Salley,2.1,104.3,23,36,F/C,F,23.7,20.5,21.4,82.9
John Salmons,2003,2015,1979-12-12,University of Miami,John Salmons,2.0,95.3,24,36,G,G,23.8,20.6,19.6,75.7
Al Salvadori,1968,1968,1945-05-06,University of South Carolina,Al Salvadori,2.1,99.8,23,23,F,F,22.6,16.2,16.2,83.6
Kevin Salvadori,1997,1998,1970-12-30,University of North Carolina,Kevin Salvadori,2.1,104.8,27,28,C,C,23.8,18.8,19.7,85.1
Soumaila Samake,2001,2003,1978-03-18,Unknown,Soumaila Samake,2.1,104.3,23,25,C,C,23.7,18.0,18.8,85.5
Cheikh Samb,2008,2009,1984-10-22,Unknown,Cheikh Samb,2.2,111.1,24,25,C,C,23.0,17.1,19.0,92.1
JaKarr Sampson,2015,2018,1993-03-20,St. John's University,Jakarr Sampson,2.1,97.1,22,25,G/F,G,22.0,16.0,15.5,81.6
Jamal Sampson,2003,2007,1983-05-15,University of California,Jamal Sampson,2.1,106.6,20,24,F/C,F,24.2,18.4,19.6,87.0
Ralph Sampson,1984,1992,1960-07-07,University of Virginia,Ralph Sampson,2.2,103.4,24,32,C/F,C,21.4,16.8,17.4,86.0
Samardo Samuels,2011,2013,1989-01-09,University of Louisville,Samardo Samuels,2.1,117.9,22,24,F,F,26.7,21.4,25.2,92.7
Pepe Sanchez,2001,2003,1977-05-08,Temple University,Pepe Sanchez,1.9,88.5,24,26,G,G,24.5,19.2,17.0,71.5
Al Sanders,1973,1973,1950-01-01,Louisiana State University,Al Sanders,2.0,108.9,23,23,F,F,27.2,21.7,23.6,85.3
Frankie Sanders,1979,1981,1957-01-23,Southern University and A&M College,Frankie Sanders,2.0,90.7,22,24,F/G,F,22.7,16.6,15.1,75.6
Jeff Sanders,1990,1993,1966-01-14,Georgia Southern University,Jeff Sanders,2.0,102.1,24,27,F,F,25.5,20.6,21.0,81.1
Larry Sanders,2011,2017,1988-11-21,Virginia Commonwealth University,Larry Sanders,2.1,106.6,23,29,C/F,C,24.2,19.5,20.8,85.8
Melvin Sanders,2006,2006,1981-01-03,Oklahoma State University,Melvin Sanders,2.0,95.3,25,25,G/F,G,23.8,18.1,17.2,78.1
Mike Sanders,1983,1993,1960-05-07,"University of California, Los Angeles",Mike Sanders,2.0,95.3,23,33,F/G,F,23.8,20.0,19.1,76.2
Tom Sanders,1961,1973,1938-11-08,New York University,Tom Sanders,2.0,95.3,23,35,F,F,23.8,20.4,19.4,75.9
Ron Sanford,1972,1972,1946-06-11,University of New Mexico,Ron Sanford,2.1,97.5,26,26,F,F,22.1,16.3,15.9,81.6
Daniel Santiago,2001,2005,1976-06-24,Saint Vincent College,Daniel Santiago,2.2,116.1,25,29,C,C,24.0,19.3,22.4,93.7
Bob Santini,1956,1956,1935-02-17,Iona College,Bob Santini,2.0,86.2,21,21,F,F,21.6,14.6,12.6,73.6
Wayne Sappleton,1985,1985,1960-11-17,Loyola University of Chicago,Wayne Sappleton,2.1,97.5,25,25,F,F,22.1,16.1,15.7,81.8
Dario Saric,2017,2018,1994-04-08,Unknown,Dario Saric,2.1,101.2,23,24,F,F,22.9,16.8,17.0,84.2
Jason Sasser,1997,1999,1974-01-13,Texas Tech University,Jason Sasser,2.0,102.1,23,25,F,F,25.5,20.1,20.5,81.6
Jeryl Sasser,2002,2003,1979-02-13,Southern Methodist University,Jeryl Sasser,2.0,90.7,23,24,G,G,22.7,16.6,15.1,75.6
Tomas Satoransky,2017,2018,1991-10-30,Unknown,Tomas Satoransky,2.0,95.3,26,27,G,G,23.8,18.6,17.7,77.6
Kenny Satterfield,2002,2003,1981-04-10,University of Cincinnati,Kenny Satterfield,1.9,84.4,21,22,G,G,23.4,16.9,14.3,70.1
Pep Saul,1950,1955,1924-02-16,Seton Hall University,Pep Saul,1.9,83.9,26,31,G/F,G,23.2,18.8,15.8,68.1
Woody Sauldsberry,1958,1966,1934-07-11,Texas Southern University,Woody Sauldsberry,2.0,99.8,24,32,F/C,F,25.0,21.2,21.2,78.6
Glynn Saulters,1969,1969,1945-02-10,University of Louisiana at Monroe,Glynn Saulters,1.9,79.4,24,24,G,G,22.0,15.7,12.5,66.9
Fred Saunders,1975,1978,1951-06-13,Syracuse University,Fred Saunders,2.0,95.3,24,27,F,F,23.8,18.6,17.7,77.6
Don Savage,1952,1957,1928-04-09,LeMoyne College,Don Savage,1.9,93.0,24,29,F/G,F,25.8,21.4,19.9,73.1
Predrag Savovic,2003,2003,1976-05-21,University of Hawaii,Predrag Savovic,2.0,102.1,27,27,G,G,25.5,20.6,21.0,81.1
Alan Sawyer,1951,1951,1928-01-01,"University of California, Los Angeles",Alan Sawyer,2.0,88.5,23,23,F,F,22.1,15.6,13.8,74.7
Brian Scalabrine,2002,2012,1978-03-18,University of Southern California,Brian Scalabrine,2.1,109.3,24,34,F,F,24.8,21.4,23.4,85.9
Alex Scales,2006,2006,1978-07-03,University of Oregon,Alex Scales,1.9,83.9,28,28,G,G,23.2,18.1,15.2,68.7
DeWayne Scales,1981,1984,1958-12-28,Louisiana State University,Dewayne Scales,2.0,94.3,23,26,F,F,23.6,18.1,17.1,77.2
Frank Schade,1973,1973,1950-01-22,University of Wisconsin-Eau Claire,Frank Schade,1.9,77.1,23,23,G,G,21.4,14.8,11.4,65.7
Ben Schadler,1948,1948,1924-03-09,Northwestern University,Ben Schadler,1.8,83.9,24,24,F,F,25.9,20.4,17.1,66.8
Herm Schaefer,1949,1950,1918-12-20,Indiana University,Herm Schaefer,1.8,79.4,31,32,G/F,G,24.5,20.6,16.4,63.0
Billy Schaeffer,1974,1976,1951-12-11,St. John's University,Billy Schaeffer,2.0,90.7,23,25,F,F,22.7,16.8,15.2,75.5
Bob Schafer,1956,1957,,Villanova University,Bob Schafer,1.9,88.5,,,G,G,24.5,,,
Ben Scharnus,1947,1949,1917-12-11,Seton Hall University,Ben Scharnus,1.9,78.5,30,32,F,F,21.7,17.2,13.5,65.0
Marv Schatzman,1950,1950,1927-02-18,Saint Louis University,Marv Schatzman,2.0,90.7,23,23,F,F,22.7,16.3,14.8,75.9
Fred Schaus,1950,1954,1925-06-30,West Virginia University,Fred Schaus,2.0,93.0,25,29,F,F,23.2,18.3,17.0,76.0
Danny Schayes,1982,1999,1959-05-10,Syracuse University,Danny Schayes,2.1,106.6,23,40,C/F,C,24.2,22.0,23.5,83.1
Dolph Schayes,1950,1964,1928-05-19,New York University,Dolph Schayes,2.0,99.8,22,36,F/C,F,25.0,22.1,22.1,77.7
Ossie Schectman,1947,1947,1919-03-30,Long Island University,Ossie Schectman,1.8,79.4,28,28,G,G,24.5,19.6,15.6,63.8
Steve Scheffler,1991,1997,1967-09-03,Purdue University,Steve Scheffler,2.1,113.4,24,30,C/F,C,25.7,21.5,24.4,89.0
Tom Scheffler,1985,1985,1954-10-27,Purdue University,Tom Scheffler,2.1,108.9,31,31,C,C,24.7,20.6,22.4,86.5
Dave Schellhase,1967,1968,1944-10-14,Purdue University,Dave Schellhase,1.9,93.0,23,24,G,G,25.8,20.3,18.9,74.1
Luke Schenscher,2006,2007,1982-12-31,Georgia Institute of Technology,Luke Schenscher,2.2,115.7,24,25,C,C,23.9,18.2,21.1,94.6
Herb Scherer,1951,1952,1928-12-21,Long Island University,Herb Scherer,2.1,96.2,23,24,C,C,21.8,15.5,14.9,81.3
Dwayne Schintzius,1991,1999,1968-10-14,University of Florida,Dwayne Schintzius,2.2,117.9,23,31,C,C,24.4,20.2,23.8,94.1
Dale Schlueter,1969,1978,1945-11-12,Colorado State University,Dale Schlueter,2.1,102.1,24,33,C,C,23.2,19.2,19.6,82.5
Otto Schnellbacher,1949,1949,1923-04-15,University of Kansas,Otto Schnellbacher,1.9,83.9,26,26,F/G,F,23.2,17.6,14.8,69.1
Dick Schnittker,1951,1958,1928-05-27,Ohio State University,Dick Schnittker,2.0,90.7,23,30,F,F,22.7,17.9,16.2,74.5
Russ Schoene,1983,1989,1960-04-16,University of Tennessee at Chattanooga,Russ Schoene,2.1,95.3,23,29,F/C,F,21.6,16.4,15.6,79.7
Dave Scholz,1970,1970,1948-04-12,University of Illinois at Urbana-Champaign,Dave Scholz,2.0,99.8,22,22,F,F,25.0,18.9,18.9,80.9
Milt Schoon,1947,1950,1922-02-25,Valparaiso University,Milt Schoon,2.0,104.3,25,28,C,C,26.1,21.6,22.5,81.8
Detlef Schrempf,1986,2001,1963-01-21,University of Washington,Detlef Schrempf,2.1,97.1,23,38,F/C,F,22.0,18.9,18.4,78.7
Dennis Schroder,2014,2018,1993-09-15,Unknown,Dennis Schroder,1.9,78.0,21,25,G,G,21.6,15.5,12.1,65.9
Howie Schultz,1950,1953,1922-07-03,Hamline University,Howie Schultz,2.0,90.7,28,31,C/F,C,22.7,18.2,16.5,74.2
Dick Schulz,1947,1950,1917-01-03,University of Wisconsin,Dick Schulz,1.9,87.1,30,33,F/G,F,24.1,20.3,17.7,69.4
Roger Schurig,1968,1968,1942-04-03,Vanderbilt University,Roger Schurig,1.9,83.9,26,26,G,G,23.2,17.6,14.8,69.1
John Schweitz,1985,1987,1960-04-19,University of Richmond,John Schweitz,2.0,95.3,25,27,G,G,23.8,18.6,17.7,77.6
